"Precip_day","dayDate","vehicule_1_cadmin","vehicle_2_cadmin","usager_1_grav","Long","Lat","DayOfWeek","Day","Month","Year","Hour","FourHours","adresse","carr","year_quarter","MonthYear","TempMin","TempMax","Precip","DureeEnsol","Temp_max","Temp_min","Freq"
0,2012-08-01,"Vélo","Voiture","Blessé Léger",2.339672,48.845632,"Mardi",31,"Juillet",2012,17,"16H-20H","60, BOULEVARD SAINT MICH","1_75106_5756","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,29.5,18.6,7114
0,2012-08-01,"Vélo","Voiture","Blessé Léger",2.370209,48.865645,"Mardi",31,"Juillet",2012,13,"12H-16H","130, BOULEVARD RICHARD L","1_75111_8908","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,29.5,18.6,7114
0,2013-06-11,"Deux Roues > 125","Aucun","Blessé Léger",2.345623,48.860731,"Mardi",11,"Juin",2013,8,"08H-12H","33, RUE SAINT HONORE","1_75101_6527","2013 Q2","Juin 2013",13.1,21.9,64,188.8,20.3,16.3,7114
0,2012-08-01,"Voiture","Deux Roues 50-125","Aucun Blessé",2.254438,48.838755,"Mardi",31,"Juillet",2012,13,"12H-16H","AVENUE DE LA PORTE DE SA","1_75116_131","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,29.5,18.6,7114
0,2012-08-01,"Deux Roues 50-125","Voiture","Blessé Hospitalisé",2.400712,48.852703,"Mardi",31,"Juillet",2012,15,"12H-16H","42, RUE DE BUZENVAL","1_75120_11391","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,29.5,18.6,7114
0,2012-08-01,"Voiture","Deux Roues 50-125","Aucun Blessé",2.313736,48.841797,"Mercredi",1,"Août",2012,0,"00H-04H","BOULEVARD PASTEUR","1_75115_3575","2012 Q3","Août 2012",16.2,27.2,6,249.5,29.5,18.6,7114
0,2012-08-02,"Voiture","Aucun","Aucun Blessé",2.344139,48.871853,"Mercredi",1,"Août",2012,12,"12H-16H","4, CITE BERGERE",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,25.6,17.8,7114
0,2012-08-02,"Vélo","Aucun","Blessé Léger",2.263551,48.855548,"Jeudi",2,"Août",2012,8,"08H-12H","BOULEVARD SUCHET",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,25.6,17.8,7114
0,2012-08-02,"Deux Roues 50-125","Voiture","Blessé Léger",2.307689,48.876252,"Jeudi",2,"Août",2012,0,"00H-04H","RUE DE COURCELLES","1_75108_2736","2012 Q3","Août 2012",16.2,27.2,6,249.5,25.6,17.8,7114
0,2012-08-02,"Voiture","Deux Roues 50-125","Blessé Léger",2.348092,48.858513,"Mercredi",1,"Août",2012,19,"16H-20H","41, RUE DE RIVOLI","1_75101_6850","2012 Q3","Août 2012",16.2,27.2,6,249.5,25.6,17.8,7114
0,2012-08-02,"Deux Roues 50-125","Aucun","Blessé Léger",2.357214,48.826555,"Mercredi",1,"Août",2012,19,"16H-20H","55, AVENUE D ITALIE",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,25.6,17.8,7114
0,2012-08-02,"Deux Roues 50-125","Aucun","Blessé Léger",2.377891,48.891199,"Mercredi",1,"Août",2012,15,"12H-16H","104, AVENUE DE FLANDRE","1_75119_9653","2012 Q3","Août 2012",16.2,27.2,6,249.5,25.6,17.8,7114
0,2012-08-02,"Deux Roues > 125","Aucun","Aucun Blessé",2.34077,48.875004,"Jeudi",2,"Août",2012,1,"00H-04H","50, RUE LA FAYETTE","1_75109_5959","2012 Q3","Août 2012",16.2,27.2,6,249.5,25.6,17.8,7114
0,2012-08-03,"Voiture","Deux Roues > 125","Aucun Blessé",2.331278,48.869277,"Jeudi",2,"Août",2012,16,"16H-20H","RUE DE LA PAIX","1_75102_5006","2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Deux Roues 50-125","Aucun","Aucun Blessé",2.364951,48.872418,"Vendredi",3,"Août",2012,0,"00H-04H","84, QUAI DE JEMMAPES",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Voiture","Voiture","Aucun Blessé",2.386918,48.898863,"Jeudi",2,"Août",2012,16,"16H-20H","PORTE DE LA VILLETTE",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Deux Roues 50-125","Voiture","Blessé Léger",2.310369,48.869735,"Vendredi",3,"Août",2012,8,"08H-12H","6, ROND POINT CHAMPS ELY","1_75108_3244","2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Deux Roues 50-125","Voiture","Blessé Léger",2.347606,48.867266,"Jeudi",2,"Août",2012,18,"16H-20H","RUE REAUMUR","1_75102_7356","2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Voiture","Vélo","Aucun Blessé",2.323946,48.867179,"Vendredi",3,"Août",2012,8,"08H-12H","07, RUE SAINT FLORENTIN",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Voiture","Aucun","Aucun Blessé",2.340858,48.868649,"Vendredi",3,"Août",2012,11,"08H-12H","11, PLACE DE LA BOURSE",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Voiture","Vélo","Aucun Blessé",2.285725,48.860399,"Jeudi",2,"Août",2012,18,"16H-20H","23, RUE BENJAMIN FRANKLI","1_75116_1475","2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Voiture","Poids Lourd","Blessé Léger",2.444877,48.843374,"Vendredi",3,"Août",2012,9,"08H-12H","AVENUE DE NOGENT","1_75112_12378","2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Voiture","Aucun","Blessé Léger",2.357367,48.829146,"Jeudi",2,"Août",2012,16,"16H-20H","185, AVENUE DE CHOISY",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Voiture","Voiture","Aucun Blessé",2.277676,48.851047,"Vendredi",3,"Août",2012,8,"08H-12H","6, AVENUE DE VERSAILLES","1_75116_1080","2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Voiture","Deux Roues > 125","Aucun Blessé",2.343503,48.859475,"Vendredi",3,"Août",2012,8,"08H-12H","PONT NEUF","1_75101_5979","2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2012-08-03,"Voiture","Voiture","Blessé Léger",2.296069,48.883612,"Vendredi",3,"Août",2012,8,"08H-12H","BOULEVARD PEREIRE","1_75117_2060","2012 Q3","Août 2012",16.2,27.2,6,249.5,24.6,16.3,7114
0,2013-08-12,"Deux Roues 50-125","Vélo","Aucun Blessé",2.3571,48.871698,"Dimanche",11,"Août",2013,18,"16H-20H","63, RUE DU FAUBOURG SAIN","1_75110_7850","2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.7,17.7,7114
0,2013-08-12,"Voiture","Deux Roues 50-125","Aucun Blessé",2.27391,48.858089,"Dimanche",11,"Août",2013,21,"20H-00H","ECHANGEUR MUETTE",NA,"2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.7,17.7,7114
0,2013-08-12,"Deux Roues > 125","Aucun","Aucun Blessé",2.397824,48.865028,"Dimanche",11,"Août",2013,15,"12H-16H","79, AVENUE GAMBETTA","1_75120_11235","2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.7,17.7,7114
0,2013-08-12,"Voiture","Aucun","Blessé Léger",2.269919,48.864574,"Dimanche",11,"Août",2013,18,"16H-20H","33, BOULEVARD LANNES","1_75116_758","2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.7,17.7,7114
0,2013-08-12,"Deux Roues > 125","Aucun","Blessé Léger",2.263551,48.855548,"Dimanche",11,"Août",2013,18,"16H-20H","BOULEVARD PERIPHERIQUE",NA,"2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.7,17.7,7114
0,2013-12-07,"Voiture","Aucun","Aucun Blessé",2.293977,48.842158,"Samedi",7,"Decembre",2013,11,"08H-12H","115, RUE DE LA CROIX NIV","1_75115_1999","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Voiture","Aucun","Aucun Blessé",2.331817,48.876068,"Samedi",7,"Decembre",2013,10,"08H-12H","57, RUE DE LA CHAUSSEE D","1_75109_5037","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Voiture","Aucun","Aucun Blessé",2.35843,48.871187,"Samedi",7,"Decembre",2013,11,"08H-12H","50, RUE DU CHATEAU D EAU","1_75110_7923","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Voiture","Vélo","Aucun Blessé",2.300573,48.87415,"Vendredi",6,"Decembre",2013,21,"20H-00H","29, AVENUE DE FRIEDLAND","1_75108_2569","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Poids Lourd","Aucun","Aucun Blessé",2.344294,48.892679,"Samedi",7,"Decembre",2013,10,"08H-12H","79, RUE DU MONT CENIS","1_75118_6347","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Voiture","Aucun","Blessé Léger",2.405952,48.858795,"Vendredi",6,"Decembre",2013,19,"16H-20H","44, RUE SAINT BLAISE","1_75120_11762","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Voiture","Deux Roues 50-125","Blessé Léger",2.35487,48.87055,"Samedi",7,"Decembre",2013,0,"00H-04H","19, BOULEVARD DE STRASBO","1_75110_7548","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Deux Roues > 125","Vélo","Aucun Blessé",2.342476,48.845338,"Vendredi",6,"Decembre",2013,19,"16H-20H","212, RUE SAINT JACQUES","1_75105_6175","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Voiture","Aucun","Aucun Blessé",2.302191,48.845285,"Vendredi",6,"Decembre",2013,21,"20H-00H","37, RUE CAMBRONNE","1_75115_2657","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Vélo","Vélo","Blessé Léger",2.361606,48.851946,"Vendredi",6,"Decembre",2013,14,"12H-16H","6, QUAI DES CELESTINS",NA,"2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Voiture","Voiture","Aucun Blessé",2.411601,48.853699,"Samedi",7,"Decembre",2013,1,"00H-04H","AVENUE DE LA PORTE DE MO",NA,"2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-12-07,"Deux Roues 50-125","Aucun","Blessé Léger",2.379629,48.859285,"Vendredi",6,"Decembre",2013,20,"20H-00H","10, AVENUE PARMENTIER","1_75111_9780","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,9.7,6.7,7114
0,2013-08-13,"Voiture","Deux Roues > 125","Aucun Blessé",2.40947,48.864214,"Lundi",12,"Août",2013,13,"12H-16H","PORTE DE BAGNOLET",NA,"2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.1,13.8,7114
0,2013-08-13,"Voiture","Deux Roues 50-125","Aucun Blessé",2.336227,48.873966,"Mardi",13,"Août",2013,8,"08H-12H","15, RUE LA FAYETTE","1_75109_5471","2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.1,13.8,7114
0,2013-08-13,"Vélo","Aucun","Blessé Léger",2.35035,48.82105,"Lundi",12,"Août",2013,19,"16H-20H","56, BOULEVARD KELLERMANN",NA,"2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.1,13.8,7114
0,2013-08-13,"Voiture","Voiture","Aucun Blessé",2.360162,48.817186,"Lundi",12,"Août",2013,12,"12H-16H","PORTE D ITALIE",NA,"2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.1,13.8,7114
0,2013-08-13,"Deux Roues 50-125","Aucun","Blessé Léger",2.263487,48.85256,"Lundi",12,"Août",2013,22,"20H-00H","48, RUE RAFFET","1_75116_375","2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.1,13.8,7114
0,2013-08-13,"Deux Roues > 125","Aucun","Blessé Léger",2.355013,48.820812,"Lundi",12,"Août",2013,20,"20H-00H","33, BOULEVARD KELLERMANN","1_75113_7150","2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.1,13.8,7114
0,2013-12-08,"Vélo","Voiture","Aucun Blessé",2.375651,48.885569,"Samedi",7,"Decembre",2013,18,"16H-20H","17, RUE DE LA MOSELLE","1_75119_9444","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,11.3,8.3,7114
0,2013-12-08,"Voiture","Vélo","Aucun Blessé",2.376994,48.862192,"Samedi",7,"Decembre",2013,17,"16H-20H","50, AVENUE PARMENTIER","1_75111_9580","2013 Q4","Decembre 2013",4.1,9.4,47.2,112.6,11.3,8.3,7114
0,2013-06-14,"Deux Roues 50-125","Voiture","Aucun Blessé",2.378228,48.858732,"Jeudi",13,"Juin",2013,17,"16H-20H","122, BOULEVARD VOLTAIRE","1_75111_9712","2013 Q2","Juin 2013",13.1,21.9,64,188.8,20.9,12.9,7114
0,2013-06-14,"Deux Roues 50-125","Aucun","Blessé Léger",2.387355,48.86337,"Jeudi",13,"Juin",2013,17,"16H-20H","50, BOULEVARD DE MENILMO","1_75120_10431","2013 Q2","Juin 2013",13.1,21.9,64,188.8,20.9,12.9,7114
0,2012-02-11,"Voiture","Deux Roues 50-125","Aucun Blessé",2.290199,48.885816,"Vendredi",10,"Février",2012,18,"16H-20H","PORTE DE CHAMPERRET",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Deux Roues 50-125","Deux Roues 50-125","Aucun Blessé",2.35751,48.874592,"Samedi",11,"Février",2012,0,"00H-04H","63, BOULEVARD DE MAGENTA","1_75110_7854","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Voiture","Voiture","Blessé Léger",2.294643,48.869916,"Vendredi",10,"Février",2012,16,"16H-20H","17, RUE AUGUSTE VACQUERI",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Vélo","Aucun","Blessé Léger",2.366511,48.860156,"Samedi",11,"Février",2012,10,"08H-12H","8, RUE SAINT CLAUDE","1_75103_8636","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Voiture","Vélo","Aucun Blessé",2.341887,48.826516,"Vendredi",10,"Février",2012,13,"12H-16H","129, RUE DE LA GLACIERE","1_75113_6057","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Voiture","Voiture","Aucun Blessé",2.29539,48.867857,"Vendredi",10,"Février",2012,15,"12H-16H","00, PLACE DE L AMIRAL DE","1_75116_2116","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Deux Roues 50-125","Deux Roues 50-125","Blessé Léger",2.365303,48.826809,"Vendredi",10,"Février",2012,14,"12H-16H","101, RUE DE TOLBIAC",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Deux Roues 50-125","Voiture","Blessé Léger",2.292439,48.830021,"Vendredi",10,"Février",2012,20,"20H-00H","PORTE DE LA PLAINE",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Deux Roues 50-125","Aucun","Aucun Blessé",2.326685,48.85646,"Samedi",11,"Février",2012,11,"08H-12H","43, RUE DU BAC",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Voiture","Aucun","Blessé Léger",2.358413,48.881711,"Vendredi",10,"Février",2012,13,"12H-16H","198, RUE DU FAUBOURG SAI",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Voiture","Vélo","Aucun Blessé",2.313057,48.842901,"Vendredi",10,"Février",2012,23,"20H-00H","35, BOULEVARD PASTEUR","1_75115_3395","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Voiture","Vélo","Blessé Léger",2.370573,48.855365,"Vendredi",10,"Février",2012,13,"12H-16H","18, BOULEVARD RICHARD LE","1_75111_8972","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Deux Roues 50-125","Voiture","Blessé Léger",2.263918,48.857454,"Samedi",11,"Février",2012,10,"08H-12H","6, PLACE DE LA PORTE DE","1_75116_230","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Deux Roues 50-125","Voiture","Blessé Léger",2.363757,48.853047,"Samedi",11,"Février",2012,10,"08H-12H","8, RUE BEAUTREILLIS","1_75104_8385","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Voiture","Voiture","Aucun Blessé",2.410849,48.857828,"Vendredi",10,"Février",2012,14,"12H-16H","AVENUE CARTELLIER","1_75120_12104","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-02-11,"Deux Roues 50-125","Aucun","Blessé Léger",2.31756,48.841192,"Vendredi",10,"Février",2012,21,"20H-00H","28, BOULEVARD DE VAUGIRA",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2012-08-06,"Vélo","Voiture","Blessé Hospitalisé",2.335932,48.862656,"Lundi",6,"Août",2012,6,"04H-08H","170, RUE DE RIVOLI","1_75101_5532","2012 Q3","Août 2012",16.2,27.2,6,249.5,23.3,15.2,7114
0,2012-08-06,"Deux Roues > 125","Aucun","Aucun Blessé",2.292863,48.852674,"Lundi",6,"Août",2012,11,"08H-12H","25, RUE DESAIX","1_75115_1910","2012 Q3","Août 2012",16.2,27.2,6,249.5,23.3,15.2,7114
0,2012-08-07,"Deux Roues > 125","Poids Lourd","Blessé Léger",2.408886,48.878093,"Lundi",6,"Août",2012,12,"12H-16H","AVENUE DE LA PORTE DE LA","1_75119_10457","2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Deux Roues 50-125","Voiture","Blessé Léger",2.367494,48.87554,"Lundi",6,"Août",2012,15,"12H-16H","39, RUE DE LA GRANGE AUX",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Voiture","Voiture","Aucun Blessé",2.353489,48.862988,"Lundi",6,"Août",2012,12,"12H-16H","18, RUE DU GRENIER SAINT",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Deux Roues > 125","Aucun","Aucun Blessé",2.295194,48.885056,"Lundi",6,"Août",2012,17,"16H-20H","117, AVENUE DE VILLIERS",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Voiture","Aucun","Blessé Léger",2.301276,48.864908,"Lundi",6,"Août",2012,14,"12H-16H","SOUTERRAIN ALMA",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Deux Roues > 125","Voiture","Blessé Léger",2.399541,48.848452,"Lundi",6,"Août",2012,20,"20H-00H","BPI MONTREUIL VINCENNES",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Voiture","Aucun","Blessé Léger",2.294293,48.850714,"Mardi",7,"Août",2012,0,"00H-04H","BOULEVARD DE GRENELLE","1_75115_2076","2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Voiture","Voiture","Aucun Blessé",2.383327,48.886385,"Mardi",7,"Août",2012,6,"04H-08H","133, AVENUE JEAN JAURES","1_75119_10065","2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Vélo","Voiture","Blessé Léger",2.370641,48.882727,"Lundi",6,"Août",2012,12,"12H-16H","2, AVENUE JEAN JAURES","1_75119_8956","2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Deux Roues 50-125","Voiture","Blessé Léger",2.309731,48.871262,"Lundi",6,"Août",2012,21,"20H-00H","33, RUE DU COLISEE","1_75108_3240","2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Voiture","Aucun","Aucun Blessé",2.342847,48.865144,"Lundi",6,"Août",2012,13,"12H-16H","25, RUE DU LOUVRE","1_75101_6216","2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Vélo","Aucun","Blessé Léger",2.350644,48.874567,"Lundi",6,"Août",2012,20,"20H-00H","53, RUE D HAUTEVILLE",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Autobus","Autobus","Aucun Blessé",2.293239,48.886615,"Lundi",6,"Août",2012,21,"20H-00H","AVENUE STEPHANE MALLARME","1_75117_1874","2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Voiture","Aucun","Aucun Blessé",2.36047,48.894675,"Lundi",6,"Août",2012,12,"12H-16H","29, RUE BOUCRY","1_75118_8145","2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Voiture","Voiture","Blessé Léger",2.294003,48.864458,"Lundi",6,"Août",2012,14,"12H-16H","AVENUE DU PRESIDENT WILS","1_75116_1755","2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Deux Roues > 125","Aucun","Blessé Léger",2.26657,48.868721,"Mardi",7,"Août",2012,0,"00H-04H","ROUTE DE SURESNES",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-07,"Poids Lourd","Voiture","Aucun Blessé",2.346929,48.883613,"Lundi",6,"Août",2012,16,"16H-20H","BPI CLIGNANCOURT CHAPELL","1_75118_6782","2012 Q3","Août 2012",16.2,27.2,6,249.5,22.2,15.3,7114
0,2012-08-08,"Voiture","Deux Roues > 125","Aucun Blessé",2.296554,48.883705,"Mardi",7,"Août",2012,21,"20H-00H","89, AVENUE NIEL","1_75117_2188","2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Deux Roues 50-125","Voiture","Aucun Blessé",2.397396,48.847781,"Mercredi",8,"Août",2012,10,"08H-12H","30, PLACE DE LA NATION","1_75112_11180","2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Voiture","Voiture","Aucun Blessé",2.394832,48.85669,"Mardi",7,"Août",2012,12,"12H-16H","BPI LILAS BAGNOLET",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Voiture","Voiture","Blessé Léger",2.408615,48.869538,"Mardi",7,"Août",2012,16,"16H-20H","BOULEVARD MORTIER","1_75120_11860","2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Voiture","Aucun","Aucun Blessé",2.3894,48.879434,"Mardi",7,"Août",2012,16,"16H-20H","86, RUE BOTZARIS","1_75119_10604","2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Voiture","Voiture","Blessé Léger",2.332898,48.896305,"Mercredi",8,"Août",2012,9,"08H-12H","52, RUE LEIBNIZ","1_75118_5155","2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Deux Roues 50-125","Aucun","Blessé Léger",2.284607,48.837168,"Mercredi",8,"Août",2012,1,"00H-04H","329, RUE LECOURBE",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Voiture","Aucun","Aucun Blessé",2.336438,48.866906,"Mardi",7,"Août",2012,19,"16H-20H","1, RUE DES PETITS CHAMPS","1_75102_5820","2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Voiture","Aucun","Blessé Léger",2.355676,48.834174,"Mardi",7,"Août",2012,16,"16H-20H","26, RUE RUBENS","1_75113_7816","2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Voiture","Deux Roues 50-125","Aucun Blessé",2.399421,48.845028,"Mercredi",8,"Août",2012,9,"08H-12H","26, AVENUE DE SAINT MAND",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Voiture","Deux Roues 50-125","Aucun Blessé",2.295181,48.846278,"Mardi",7,"Août",2012,21,"20H-00H","54, RUE DU COMMERCE","1_75115_2071","2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-08,"Vélo","Autocar","Blessé Léger",2.311553,48.895327,"Mardi",7,"Août",2012,19,"16H-20H","AVENUE DE LA PORTE DE CL",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,27.1,16.7,7114
0,2012-08-09,"Deux Roues 50-125","Aucun","Blessé Léger",2.320406,48.829995,"Jeudi",9,"Août",2012,3,"00H-04H","147, RUE D ALESIA","1_75114_3997","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.3,18.2,7114
0,2012-08-09,"Deux Roues 50-125","Voiture","Blessé Léger",2.329329,48.899408,"Mercredi",8,"Août",2012,22,"20H-00H","AVENUE DE LA PORTE DE SA","1_75117_4892","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.3,18.2,7114
0,2012-08-09,"Autobus","Aucun","Aucun Blessé",2.406839,48.834997,"Mercredi",8,"Août",2012,16,"16H-20H","2, PLACE EDOUARD RENARD","1_75112_11880","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.3,18.2,7114
0,2012-08-09,"Voiture","Voiture","Aucun Blessé",2.321208,48.89015,"Jeudi",9,"Août",2012,4,"04H-08H","120, AVENUE DE CLICHY","1_75117_4062","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.3,18.2,7114
0,2012-08-09,"Voiture","Voiture","Blessé Léger",2.326497,48.842813,"Jeudi",9,"Août",2012,5,"04H-08H","86, BOULEVARD DU MONTPAR",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,26.3,18.2,7114
0,2012-08-09,"Voiture","Aucun","Aucun Blessé",2.333772,48.884982,"Mercredi",8,"Août",2012,18,"16H-20H","17, RUE LEPIC","1_75118_5241","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.3,18.2,7114
0,2012-08-09,"Voiture","Aucun","Aucun Blessé",2.350583,48.883605,"Mercredi",8,"Août",2012,17,"16H-20H","49, BOULEVARD DE LA CHAP",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,26.3,18.2,7114
0,2013-08-19,"Deux Roues > 125","Voiture","Blessé Léger",2.410849,48.857828,"Dimanche",18,"Août",2013,18,"16H-20H","AVENUE CARTELLIER","1_75120_12104","2013 Q3","Août 2013",15.8,25.7,37.6,252.7,22.6,16.9,7114
