"Precip_day","dayDate","vehicule_1_cadmin","vehicle_2_cadmin","usager_1_grav","Long","Lat","DayOfWeek","Day","Month","Year","Hour","FourHours","adresse","carr","year_quarter","MonthYear","TempMin","TempMax","Precip","DureeEnsol","Temp_max","Temp_min","Freq"
0,2012-01-12,"Voiture","Vélo","Aucun Blessé",2.331507,48.837615,"Mercredi",11,"Janvier",2012,19,"16H-20H","261, BOULEVARD RASPAIL",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.8,8.8,7114
0,2012-07-22,"Vélo","Aucun","Blessé Léger",2.339661,48.8882,"Dimanche",22,"Juillet",2012,9,"08H-12H","17, RUE DES SAULES",NA,"2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24.3,14.4,7114
0,2012-01-12,"Deux Roues > 125","Voiture","Blessé Léger",2.33363,48.853636,"Jeudi",12,"Janvier",2012,1,"00H-04H","RUE BONAPARTE","1_75106_5239","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.8,8.8,7114
0,2012-07-09,"Voiture","Deux Roues 50-125","Aucun Blessé",2.30938,48.854239,"Lundi",9,"Juillet",2012,8,"08H-12H","96, BOULEVARD DE LA TOUR","1_75107_3188","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24,16.5,7114
0,2012-07-09,"Deux Roues > 125","Voiture","Aucun Blessé",2.371007,48.847565,"Dimanche",8,"Juillet",2012,17,"16H-20H","40, AVENUE LEDRU ROLLIN","1_75112_9046","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24,16.5,7114
0,2012-07-23,"Voiture","Voiture","Blessé Léger",2.324711,48.832273,"Dimanche",22,"Juillet",2012,22,"20H-00H","2, RUE DES PLANTES","1_75114_4407","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,27.4,17.6,7114
0,2013-01-08,"Deux Roues > 125","Aucun","Aucun Blessé",2.331778,48.852096,"Lundi",7,"Janvier",2013,12,"12H-16H","57, RUE DE RENNES","1_75106_5036","2013 Q1","Janvier 2013",2.4,5.9,42.2,33.3,6.2,4.9,7114
0,2013-01-08,"Deux Roues > 125","Aucun","Blessé Léger",2.39025,48.858067,"Lundi",7,"Janvier",2013,22,"20H-00H","149, BOULEVARD DE CHARON","1_75111_10630","2013 Q1","Janvier 2013",2.4,5.9,42.2,33.3,6.2,4.9,7114
0,2013-01-08,"Vélo","Aucun","Blessé Léger",2.339345,48.874932,"Lundi",7,"Janvier",2013,17,"16H-20H","43, RUE LE PELETIER","1_75109_5806","2013 Q1","Janvier 2013",2.4,5.9,42.2,33.3,6.2,4.9,7114
0,2012-07-22,"Deux Roues > 125","Voiture","Aucun Blessé",2.292921,48.856355,"Samedi",21,"Juillet",2012,20,"20H-00H","13, AVENUE DE SUFFREN","1_75107_1907","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24.3,14.4,7114
0,2012-01-12,"Deux Roues 50-125","Aucun","Blessé Léger",2.321948,48.866811,"Jeudi",12,"Janvier",2012,6,"04H-08H","PLACE DE LA CONCORDE","1_75108_3956","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.8,8.8,7114
0,2012-01-22,"Voiture","Deux Roues 50-125","Aucun Blessé",2.259982,48.840163,"Samedi",21,"Janvier",2012,15,"12H-16H","32, BOULEVARD MURAT","1_75116_228","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.7,8.9,7114
0,2012-01-12,"Deux Roues > 125","Voiture","Blessé Léger",2.297366,48.884913,"Mercredi",11,"Janvier",2012,12,"12H-16H","01, PLACE DU MARECHAL JU","1_75117_2286","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.8,8.8,7114
0,2012-07-22,"Voiture","Deux Roues 50-125","Blessé Léger",2.377314,48.870547,"Samedi",21,"Juillet",2012,19,"16H-20H","43, RUE DE L ORILLON","1_75111_9631","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24.3,14.4,7114
0,2012-01-12,"Voiture","Aucun","Aucun Blessé",2.370523,48.849519,"Jeudi",12,"Janvier",2012,2,"00H-04H","47, RUE DE LYON","1_75112_8991","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.8,8.8,7114
0,2012-01-17,"Voiture","Vélo","Aucun Blessé",2.300273,48.851727,"Mardi",17,"Janvier",2012,9,"08H-12H","71, AVENUE DE SUFFREN",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,6.7,1.2,7114
0,2012-07-09,"Voiture","Aucun","Aucun Blessé",2.345699,48.84603,"Lundi",9,"Juillet",2012,11,"08H-12H","PLACE DU PANTHEON","1_75105_6476","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24,16.5,7114
0,2012-01-12,"Voiture","Voiture","Blessé Léger",2.246252,48.866022,"Mercredi",11,"Janvier",2012,12,"12H-16H","ALLEE DE LONGCHAMP",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.8,8.8,7114
0,2012-01-06,"Voiture","Vélo","Aucun Blessé",2.388564,48.842008,"Jeudi",5,"Janvier",2012,18,"16H-20H","AVENUE DAUMESNIL",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,9.4,6.7,7114
0,2012-01-06,"Voiture","Aucun","Blessé Léger",2.363168,48.868495,"Jeudi",5,"Janvier",2012,20,"20H-00H","14, PLACE DE LA REPUBLIQ","1_75110_8361","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,9.4,6.7,7114
0,2012-01-30,"Voiture","Aucun","Aucun Blessé",2.321446,48.882133,"Dimanche",29,"Janvier",2012,14,"12H-16H","43 BIS, BOULEVARD DES BA","1_75108_4008","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,2.2,0.6,7114
0,2012-01-30,"Autocar","Voiture","Aucun Blessé",2.321948,48.866811,"Lundi",30,"Janvier",2012,11,"08H-12H","PLACE DE LA CONCORDE","1_75108_4100","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,2.2,0.6,7114
0,2012-01-22,"Voiture","Aucun","Aucun Blessé",2.369181,48.883159,"Samedi",21,"Janvier",2012,21,"20H-00H","5, PLACE DE LA BATAILLE",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.7,8.9,7114
0,2012-01-06,"Deux Roues > 125","Voiture","Blessé Léger",2.316392,48.88107,"Jeudi",5,"Janvier",2012,18,"16H-20H","3, BOULEVARD DE COURCELL","1_75108_3676","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,9.4,6.7,7114
0,2012-01-11,"Deux Roues > 125","Vélo","Décès",2.344311,48.831061,"Mercredi",11,"Janvier",2012,3,"00H-04H","BOULEVARD AUGUSTE BLANQU","1_75113_6554","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,12.1,10.5,7114
0,2012-01-22,"Voiture","Deux Roues 50-125","Aucun Blessé",2.37009,48.853715,"Samedi",21,"Janvier",2012,21,"20H-00H","12, PLACE DE LA BASTILLE","1_75111_8937","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.7,8.9,7114
0,2012-01-31,"Vélo","Aucun","Blessé Léger",2.360388,48.855495,"Mardi",31,"Janvier",2012,9,"08H-12H","10, RUE DE RIVOLI","1_75104_8116","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,1.9,-0.7,7114
0,2012-01-30,"Voiture","Deux Roues 50-125","Blessé Léger",2.409491,48.864467,"Lundi",30,"Janvier",2012,10,"08H-12H","0, PORTE DE BAGNOLET","1_75120_12143","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,2.2,0.6,7114
0,2012-07-09,"Voiture","Aucun","Aucun Blessé",2.402259,48.836385,"Dimanche",8,"Juillet",2012,21,"20H-00H","AVENUE DU GENERAL MICHEL","1_75112_11608","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24,16.5,7114
0,2013-01-08,"Voiture","Aucun","Aucun Blessé",2.318343,48.889217,"Mardi",8,"Janvier",2013,11,"08H-12H","RUE BROCHANT","1_75117_3692","2013 Q1","Janvier 2013",2.4,5.9,42.2,33.3,6.2,4.9,7114
0,2012-07-09,"Voiture","Vélo","Blessé Léger",2.378331,48.831511,"Lundi",9,"Juillet",2012,8,"08H-12H","RUE NEUVE TOLBIAC","1_75113_9766","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24,16.5,7114
0,2012-01-30,"Voiture","Aucun","Blessé Léger",2.322737,48.845913,"Dimanche",29,"Janvier",2012,12,"12H-16H","110, RUE DE VAUGIRARD",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,2.2,0.6,7114
0,2012-01-06,"Deux Roues > 125","Voiture","Aucun Blessé",2.267623,48.836482,"Jeudi",5,"Janvier",2012,16,"16H-20H","QUAI D ISSY LES MOULINEA",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,9.4,6.7,7114
0,2012-07-17,"Voiture","Deux Roues 50-125","Aucun Blessé",2.407543,48.877204,"Mardi",17,"Juillet",2012,10,"08H-12H","6, AVENUE DE LA PORTE DE","1_75120_11996","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,26.3,16.8,7114
0,2012-07-16,"Vélo","Aucun","Blessé Léger",2.283552,48.854763,"Lundi",16,"Juillet",2012,9,"08H-12H","AVENUE DU PRESIDENT KENN",NA,"2012 Q3","Juillet 2012",15.1,24,70.9,210.4,22.5,12.7,7114
0,2012-07-17,"Voiture","Aucun","Aucun Blessé",2.282278,48.862507,"Lundi",16,"Juillet",2012,15,"12H-16H","PLACE DU TROCADERO","1_75116_1540","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,26.3,16.8,7114
0,2012-02-11,"Voiture","Aucun","Blessé Léger",2.323031,48.822679,"Samedi",11,"Février",2012,8,"08H-12H","33, AVENUE ERNEST REYER","1_75114_4174","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,0.7,-6.2,7114
0,2013-01-08,"Deux Roues 50-125","Aucun","Blessé Léger",2.403869,48.873178,"Lundi",7,"Janvier",2013,16,"16H-20H","62, RUE HAXO",NA,"2013 Q1","Janvier 2013",2.4,5.9,42.2,33.3,6.2,4.9,7114
0,2012-01-06,"Voiture","Deux Roues 50-125","Aucun Blessé",2.304251,48.889629,"Jeudi",5,"Janvier",2012,12,"12H-16H","FACE 202, BOULEVARD MALE","1_75117_2805","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,9.4,6.7,7114
0,2012-07-22,"Voiture","Deux Roues 50-125","Aucun Blessé",2.392827,48.853734,"Samedi",21,"Juillet",2012,18,"16H-20H","64, AVENUE PHILIPPE AUGU","1_75111_10854","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24.3,14.4,7114
0,2013-01-08,"Deux Roues 50-125","Aucun","Blessé Léger",2.360706,48.871444,"Mardi",8,"Janvier",2013,9,"08H-12H","16, PLACE JACQUES BONSER",NA,"2013 Q1","Janvier 2013",2.4,5.9,42.2,33.3,6.2,4.9,7114
0,2012-01-22,"Voiture","Voiture","Aucun Blessé",2.390249,48.844359,"Samedi",21,"Janvier",2012,22,"20H-00H","93, RUE DE REUILLY","1_75112_10668","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.7,8.9,7114
0,2012-07-09,"Voiture","Voiture","Blessé Léger",2.295581,48.873377,"Lundi",9,"Juillet",2012,2,"00H-04H","PLACE CHARLES DE GAULLE","1_75116_2004","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24,16.5,7114
0,2012-01-17,"Deux Roues > 125","Voiture","Blessé Léger",2.335005,48.821186,"Lundi",16,"Janvier",2012,15,"12H-16H","33, BOULEVARD JOURDAN",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,6.7,1.2,7114
0,2012-01-17,"Voiture","Aucun","Aucun Blessé",2.348564,48.887807,"Lundi",16,"Janvier",2012,20,"20H-00H","13, RUE CUSTINE",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,6.7,1.2,7114
0,2012-07-22,"Voiture","Voiture","Aucun Blessé",2.354569,48.863307,"Dimanche",22,"Juillet",2012,2,"00H-04H","67, RUE BEAUBOURG","1_75103_7581","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24.3,14.4,7114
0,2012-02-07,"Voiture","Aucun","Aucun Blessé",2.394496,48.851047,"Mardi",7,"Février",2012,11,"08H-12H","26, AVENUE PHILIPPE AUGU",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,-1.2,-6,7114
0,2012-08-14,"Deux Roues > 125","Aucun","Blessé Léger",2.400794,48.844211,"Mardi",14,"Août",2012,1,"00H-04H","BOULEVARD DE PICPUS",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,26.5,19.5,7114
0,2012-02-07,"Voiture","Vélo","Aucun Blessé",2.373605,48.875413,"Mardi",7,"Février",2012,9,"08H-12H","68, BOULEVARD DE LA VILL","1_75119_9257","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,-1.2,-6,7114
0,2012-02-07,"Voiture","Aucun","Blessé Léger",2.393443,48.885888,"Lundi",6,"Février",2012,12,"12H-16H","157, RUE MANIN",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,-1.2,-6,7114
0,2012-01-29,"Voiture","Deux Roues 50-125","Blessé Léger",2.291313,48.871528,"Samedi",28,"Janvier",2012,16,"16H-20H","67/69, AVENUE PAUL DOUME","1_75116_1113","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,3.4,1.6,7114
0,2013-01-08,"Deux Roues > 125","Aucun","Aucun Blessé",2.343879,48.844627,"Lundi",7,"Janvier",2013,18,"16H-20H","36, BOULEVARD SAINT MARC",NA,"2013 Q1","Janvier 2013",2.4,5.9,42.2,33.3,6.2,4.9,7114
0,2012-01-12,"Voiture","Voiture","Aucun Blessé",2.3686,48.884352,"Jeudi",12,"Janvier",2012,10,"08H-12H","1, AVENUE DE FLANDRE","1_75119_8807","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.8,8.8,7114
0,2012-07-18,"Voiture","Deux Roues 50-125","Aucun Blessé",2.300166,48.836044,"Mardi",17,"Juillet",2012,19,"16H-20H","234, RUE DE LA CONVENTIO",NA,"2012 Q3","Juillet 2012",15.1,24,70.9,210.4,27.3,19.3,7114
0,2012-01-11,"Vélo","Voiture","Blessé Hospitalisé",2.282965,48.878512,"Mercredi",11,"Janvier",2012,4,"04H-08H","PLACE DE LA PORTE MAILLO","1_75117_1275","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,12.1,10.5,7114
0,2012-07-17,"Voiture","Aucun","Aucun Blessé",2.330188,48.867902,"Lundi",16,"Juillet",2012,17,"16H-20H","26, PLACE VENDOME","1_75101_4861","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,26.3,16.8,7114
0,2012-07-16,"Voiture","Deux Roues 50-125","Aucun Blessé",2.36994,48.827375,"Dimanche",15,"Juillet",2012,13,"12H-16H","57, RUE DE TOLBIAC",NA,"2012 Q3","Juillet 2012",15.1,24,70.9,210.4,22.5,12.7,7114
0,2012-01-11,"Deux Roues 50-125","Aucun","Blessé Léger",2.304316,48.870842,"Mercredi",11,"Janvier",2012,7,"04H-08H","AVENUE DES CHAMPS ELYSEE","1_75108_3499","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,12.1,10.5,7114
0,2012-08-09,"Deux Roues 50-125","Aucun","Blessé Hospitalisé",2.35431,48.832773,"Mercredi",8,"Août",2012,19,"16H-20H","68, AVENUE DES GOBELINS","1_75113_7589","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.3,18.2,7114
0,2012-07-17,"Voiture","Voiture","Aucun Blessé",2.360113,48.837594,"Lundi",16,"Juillet",2012,15,"12H-16H","97, BOULEVARD DE L HOPIT",NA,"2012 Q3","Juillet 2012",15.1,24,70.9,210.4,26.3,16.8,7114
0,2013-07-19,"Deux Roues 50-125","Voiture","Blessé Léger",2.314242,48.851937,"Jeudi",18,"Juillet",2013,16,"16H-20H","34, BOULEVARD DES INVALI","1_75107_3544","2013 Q3","Juillet 2013",17.5,28.3,47.8,306.4,31.1,20.1,7114
0,2012-08-14,"Deux Roues > 125","Aucun","Blessé Hospitalisé",2.335592,48.882679,"Mardi",14,"Août",2012,3,"00H-04H","33, BOULEVARD DE CLICHY","1_75109_5324","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.5,19.5,7114
0,2012-02-07,"Voiture","Voiture","Blessé Léger",2.38408,48.82838,"Lundi",6,"Février",2012,18,"16H-20H","25, QUAI PANHARD ET LEVA","1_75113_10204","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,-1.2,-6,7114
0,2012-01-31,"Voiture","Vélo","Aucun Blessé",2.307277,48.887961,"Lundi",30,"Janvier",2012,17,"16H-20H","32, BOULEVARD PEREIRE","1_75117_3019","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,1.9,-0.7,7114
0,2012-01-06,"Voiture","Deux Roues 50-125","Aucun Blessé",2.310983,48.882883,"Vendredi",6,"Janvier",2012,10,"08H-12H","16, PLACE GENERAL CATROU","1_75117_3273","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,9.4,6.7,7114
0,2012-01-29,"Voiture","Aucun","Blessé Léger",2.402986,48.876053,"Dimanche",29,"Janvier",2012,7,"04H-08H","284, RUE DE BELLEVILLE","1_75120_11615","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,3.4,1.6,7114
0,2012-01-06,"Voiture","Aucun","Blessé Léger",2.369751,48.821586,"Vendredi",6,"Janvier",2012,8,"08H-12H","73, BOULEVARD MASSENA","1_75113_8854","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,9.4,6.7,7114
0,2012-01-22,"Voiture","Voiture","Blessé Léger",2.365612,48.818771,"Samedi",21,"Janvier",2012,14,"12H-16H","AVENUE DE LA PORTE DE CH",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,11.7,8.9,7114
0,2012-07-09,"Voiture","Aucun","Aucun Blessé",2.342989,48.869224,"Dimanche",8,"Juillet",2012,18,"16H-20H","127, RUE MONTMARTRE","1_75102_6224","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24,16.5,7114
0,2012-07-22,"Voiture","Aucun","Aucun Blessé",2.300527,48.875863,"Dimanche",22,"Juillet",2012,10,"08H-12H","35, AVENUE HOCHE","1_75108_2618","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24.3,14.4,7114
0,2012-07-17,"Vélo","Voiture","Aucun Blessé",2.327529,48.847869,"Lundi",16,"Juillet",2012,21,"20H-00H","112, RUE DE RENNES","1_75106_4665","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,26.3,16.8,7114
0,2012-02-07,"Deux Roues > 125","Voiture","Aucun Blessé",2.379968,48.840217,"Lundi",6,"Février",2012,19,"16H-20H","ECHANGEUR BERCY",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,-1.2,-6,7114
0,2012-07-16,"Vélo","Voiture","Blessé Léger",2.409328,48.830603,"Dimanche",15,"Juillet",2012,23,"20H-00H","ROUTE DE CEINTURE DU LAC","1_75112_12100","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,22.5,12.7,7114
0,2012-02-12,"Voiture","Vélo","Blessé Léger",2.290113,48.871557,"Samedi",11,"Février",2012,16,"16H-20H","48, AVENUE VICTOR HUGO","1_75116_1655","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,1.9,-6.4,7114
0,2012-01-14,"Vélo","Voiture","Blessé Léger",2.305478,48.873156,"Samedi",14,"Janvier",2012,3,"00H-04H","RUE DE BERRI","1_75108_2975","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,7.3,3.3,7114
0,2012-08-14,"Voiture","Deux Roues > 125","Aucun Blessé",2.315143,48.89326,"Lundi",13,"Août",2012,22,"20H-00H","181 BIS, AVENUE DE CLICH",NA,"2012 Q3","Août 2012",16.2,27.2,6,249.5,26.5,19.5,7114
0,2012-08-14,"Voiture","Deux Roues > 125","Aucun Blessé",2.33865,48.84376,"Lundi",13,"Août",2012,17,"16H-20H","66, BOULEVARD SAINT MICH","1_75106_5756","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.5,19.5,7114
0,2012-03-26,"Deux Roues > 125","Voiture","Blessé Léger",2.290199,48.885816,"Lundi",26,"Mars",2012,7,"04H-08H","PORTE DE CHAMPERRET",NA,"2012 Q1","Mars 2012",7.3,15.7,12,194,21.6,11,7114
0,2012-01-31,"Voiture","Aucun","Blessé Léger",2.375524,48.889588,"Lundi",30,"Janvier",2012,19,"16H-20H","AVENUE DE FLANDRE",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,1.9,-0.7,7114
0,2012-01-06,"Vélo","Voiture","Blessé Léger",2.33976,48.872183,"Jeudi",5,"Janvier",2012,20,"20H-00H","2, BOULEVARD HAUSSMANN","1_75109_5857","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,9.4,6.7,7114
0,2012-01-11,"Deux Roues 50-125","Aucun","Blessé Hospitalisé",2.349171,48.856671,"Mercredi",11,"Janvier",2012,3,"00H-04H","QUAI DE GESVRES","1_75104_7165","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,12.1,10.5,7114
0,2012-07-16,"Voiture","Deux Roues 50-125","Aucun Blessé",2.311768,48.872602,"Lundi",16,"Juillet",2012,8,"08H-12H","RUE DU FAUBOURG SAINT HO","1_75108_3667","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,22.5,12.7,7114
0,2012-07-16,"Voiture","Deux Roues 50-125","Blessé Léger",2.344087,48.898927,"Dimanche",15,"Juillet",2012,17,"16H-20H","AVENUE DE LA PORTE DE CL","1_75118_6322","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,22.5,12.7,7114
0,2012-07-09,"Voiture","Aucun","Aucun Blessé",2.359607,48.880317,"Dimanche",8,"Juillet",2012,18,"16H-20H","10, RUE DE L AQUEDUC",NA,"2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24,16.5,7114
0,2012-08-09,"Deux Roues 50-125","Voiture","Blessé Hospitalisé",2.349363,48.870706,"Jeudi",9,"Août",2012,6,"04H-08H","34, BOULEVARD DE BONNE N","1_75110_6948","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.3,18.2,7114
0,2012-08-14,"Deux Roues > 125","Aucun","Blessé Hospitalisé",2.312737,48.840412,"Mardi",14,"Août",2012,10,"08H-12H","72, RUE FALGUIERE","1_75115_3434","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.5,19.5,7114
0,2012-02-21,"Voiture","Aucun","Aucun Blessé",2.368396,48.857276,"Mardi",21,"Février",2012,8,"08H-12H","47, BOULEVARD BEAUMARCHA","1_75111_8776","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,10.4,2.8,7114
0,2012-02-21,"Voiture","Voiture","Blessé Léger",2.295816,48.867446,"Mardi",21,"Février",2012,10,"08H-12H","52 BIS, AVENUE D IENA","1_75116_2094","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,10.4,2.8,7114
0,2012-07-16,"Vélo","Aucun","Blessé Léger",2.356472,48.85643,"Dimanche",15,"Juillet",2012,15,"12H-16H","38, RUE DE RIVOLI","1_75104_7793","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,22.5,12.7,7114
0,2012-07-16,"Voiture","Aucun","Aucun Blessé",2.371183,48.900177,"Dimanche",15,"Juillet",2012,21,"20H-00H","PLACE SKANDERBEG","1_75119_9066","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,22.5,12.7,7114
0,2012-02-07,"Voiture","Aucun","Aucun Blessé",2.396761,48.872655,"Lundi",6,"Février",2012,13,"12H-16H","12, RUE DES PAVILLONS",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,-1.2,-6,7114
0,2012-08-14,"Voiture","Aucun","Aucun Blessé",2.324506,48.87479,"Lundi",13,"Août",2012,21,"20H-00H","61, RUE DE L ARCADE","1_75108_4364","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.5,19.5,7114
0,2012-01-31,"Deux Roues > 125","Aucun","Blessé Léger",2.395859,48.889625,"Lundi",30,"Janvier",2012,14,"12H-16H","PORTE DE PANTIN",NA,"2012 Q1","Janvier 2012",4.9,9.4,24,63.3,1.9,-0.7,7114
0,2012-01-06,"Vélo","Aucun","Blessé Léger",2.307389,48.861971,"Jeudi",5,"Janvier",2012,12,"12H-16H","5, PLACE HENRY DE MONTHE","1_75107_4704","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,9.4,6.7,7114
0,2012-07-17,"Voiture","Deux Roues 50-125","Aucun Blessé",2.331986,48.870343,"Mardi",17,"Juillet",2012,10,"08H-12H","3, PLACE DE L OPERA","1_75102_5106","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,26.3,16.8,7114
0,2012-01-31,"Voiture","Aucun","Blessé Léger",2.383903,48.846797,"Mardi",31,"Janvier",2012,7,"04H-08H","24, RUE CHALIGNY","1_75112_10117","2012 Q1","Janvier 2012",4.9,9.4,24,63.3,1.9,-0.7,7114
0,2013-01-08,"Vélo","Aucun","Aucun Blessé",2.376216,48.873118,"Lundi",7,"Janvier",2013,17,"16H-20H","10, BOULEVARD DE LA VILL","1_75119_9507","2013 Q1","Janvier 2013",2.4,5.9,42.2,33.3,6.2,4.9,7114
0,2012-07-09,"Voiture","Vélo","Blessé Léger",2.357878,48.875224,"Dimanche",8,"Juillet",2012,23,"20H-00H","70, BOULEVARD DE STRASBO","1_75110_7854","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24,16.5,7114
0,2012-02-07,"Voiture","Deux Roues > 125","Aucun Blessé",2.366953,48.861119,"Lundi",6,"Février",2012,13,"12H-16H","1, BOULEVARD DES FILLES","1_75103_8688","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,-1.2,-6,7114
0,2013-07-19,"Deux Roues 50-125","Voiture","Blessé Léger",2.348199,48.889276,"Jeudi",18,"Juillet",2013,14,"12H-16H","BPE CHAPELLE CLIGNANCOUR",NA,"2013 Q3","Juillet 2013",17.5,28.3,47.8,306.4,31.1,20.1,7114
0,2012-02-12,"Voiture","Deux Roues 50-125","Aucun Blessé",2.340696,48.875137,"Dimanche",12,"Février",2012,1,"00H-04H","45, RUE LA FAYETTE","1_75109_5959","2012 Q1","Février 2012",0.1,5.8,4.8,116.6,1.9,-6.4,7114
0,2012-02-21,"Voiture","Voiture","Blessé Léger",2.460235,48.838961,"Lundi",20,"Février",2012,12,"12H-16H","PORTE DOREE",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,10.4,2.8,7114
0,2012-02-21,"Deux Roues 50-125","Deux Roues 50-125","Blessé Léger",2.360361,48.847199,"Mardi",21,"Février",2012,9,"08H-12H","QUAI SAINT BERNARD",NA,"2012 Q1","Février 2012",0.1,5.8,4.8,116.6,10.4,2.8,7114
0,2012-08-18,"Deux Roues 50-125","Voiture","Blessé Léger",2.388564,48.842008,"Samedi",18,"Août",2012,11,"08H-12H","197, AVENUE DAUMESNIL","1_75112_11011","2012 Q3","Août 2012",16.2,27.2,6,249.5,38.4,22.1,7114
0,2012-03-26,"Voiture","Deux Roues > 125","Aucun Blessé",2.29711,48.860809,"Dimanche",25,"Mars",2012,18,"16H-20H","QUAI BRANLY","1_75107_1936","2012 Q1","Mars 2012",7.3,15.7,12,194,21.6,11,7114
0,2012-08-14,"Voiture","Voiture","Aucun Blessé",2.295581,48.873377,"Lundi",13,"Août",2012,13,"12H-16H","PLACE CHARLES DE GAULLE","1_75116_2073","2012 Q3","Août 2012",16.2,27.2,6,249.5,26.5,19.5,7114
0,2012-07-09,"Deux Roues 50-125","Voiture","Aucun Blessé",2.351087,48.881903,"Dimanche",8,"Juillet",2012,17,"16H-20H","152, BOULEVARD DE MAGENT","1_75110_7138","2012 Q3","Juillet 2012",15.1,24,70.9,210.4,24,16.5,7114
